wavelength (nm);5_8_2023;5_8_2024;5_8_2025;5_8_2026;5_8_2027;5_8_2028;5_8_2029;5_8_2030;5_8_2031;5_8_2032;12/06/2023;12/06/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;08/05/2023;08/05/2023;22_05_2023;22_05_2024;22_05_2025;22_05_2026;22_05_2027;22_05_2028;22_05_2029;22_05_2030;22_05_2031;22_05_2032;22_05_2033;22_05_2034;22_05_2035;22_05_2036;22_05_2037;22_05_2038;22_05_2039
410;4.054;10.613;15.686;17.819;7.781;6.762;9;2.621;5.724;5.989;12,186;11,206;2.252;2.016;3.535;3.734;4.371;7.205;7.571;5.202;32.482;6.849;-0.797;-0.64;0.365;2.069;6.303;7.219;0.314;3.326;5.9;0.346;1.669;-0.168;0.999;0.003;0.345;0.064;4.644;1.482;0.677
410.5;3.888;10.352;15.5;17.516;7.538;6.545;8.753;2.432;5.536;5.738;12,085;11,116;2.26;2.001;3.512;3.671;4.302;7.143;7.536;5.123;32.409;6.839;-0.793;-0.69;0.362;2.025;6.214;7.064;0.316;3.273;5.768;0.358;1.614;-0.17;0.957;-0.025;0.343;0.068;4.561;1.394;0.633
411;3.646;10.099;15.417;17.384;7.386;6.401;8.582;2.293;5.372;5.509;11,987;11,023;2.27;2.028;3.462;3.598;4.187;7.017;7.415;4.968;32.358;6.84;-0.831;-0.736;0.395;1.946;6.043;6.894;0.375;3.177;5.583;0.395;1.532;-0.152;0.976;-0.03;0.34;0.073;4.342;1.284;0.643
411.5;3.389;9.828;15.301;17.329;7.296;6.314;8.414;2.222;5.153;5.334;11,886;10,933;2.3;2.044;3.395;3.535;4.1;6.94;7.34;4.834;32.334;6.845;-0.902;-0.769;0.379;1.922;5.951;6.746;0.412;3.119;5.52;0.417;1.532;-0.117;1;-0.043;0.355;0.073;4.233;1.263;0.645
412;3.242;9.675;15.167;17.309;7.224;6.264;8.293;2.17;4.944;5.149;11,788;10,843;2.293;2.067;3.342;3.495;4.05;6.94;7.306;4.758;32.393;6.907;-1.031;-0.819;0.366;1.921;5.844;6.645;0.436;3.054;5.499;0.421;1.57;-0.132;0.98;-0.056;0.364;0.068;4.204;1.271;0.665
412.5;3.125;9.529;15.144;17.295;7.184;6.247;8.276;2.109;4.76;4.968;11,706;10,749;2.335;2.092;3.247;3.437;3.994;6.903;7.278;4.737;32.421;6.949;-1.146;-0.878;0.325;1.914;5.802;6.586;0.461;3.037;5.49;0.447;1.606;-0.134;0.985;-0.04;0.362;0.066;4.231;1.335;0.701
413;3.07;9.439;15.161;17.306;7.182;6.265;8.335;2.108;4.644;4.883;11,618;10,668;2.353;2.122;3.209;3.406;3.968;6.835;7.236;4.747;32.43;6.982;-1.175;-0.913;0.255;1.918;5.754;6.59;0.409;3.06;5.486;0.434;1.703;-0.178;0.975;-0.016;0.369;0.062;4.341;1.381;0.707
413.5;3.081;9.431;15.175;17.267;7.233;6.296;8.364;2.147;4.635;4.824;11,535;10,590;2.307;2.1;3.201;3.423;3.993;6.894;7.257;4.874;32.472;6.987;-1.211;-0.92;0.195;1.883;5.64;6.479;0.326;3.017;5.437;0.45;1.707;-0.183;1.007;0.015;0.379;0.056;4.368;1.399;0.737
414;3.102;9.455;15.276;17.308;7.328;6.369;8.384;2.126;4.58;4.74;11,446;10,509;2.235;2.041;3.148;3.376;3.947;6.851;7.24;4.897;32.406;6.963;-1.165;-0.858;0.16;1.821;5.436;6.375;0.282;2.98;5.325;0.43;1.61;-0.197;1.016;0.03;0.38;0.05;4.3;1.392;0.774
414.5;3.052;9.363;15.238;17.211;7.267;6.326;8.261;1.895;4.36;4.515;11,364;10,436;2.152;2.002;3.121;3.329;3.916;6.854;7.2;4.885;32.365;6.966;-1.08;-0.792;0.109;1.812;5.304;6.296;0.214;2.967;5.213;0.414;1.609;-0.204;0.998;0.028;0.357;0.043;4.285;1.408;0.733
415;2.944;9.283;15.029;16.927;7.098;6.137;8.078;1.643;4.085;4.198;11,291;10,365;2.152;2.022;3.08;3.288;3.869;6.825;7.165;4.818;32.312;6.947;-0.983;-0.762;0.07;1.8;5.209;6.243;0.168;2.969;5.143;0.379;1.633;-0.182;1.023;-0.018;0.358;0.036;4.21;1.399;0.658
415.5;2.781;9.149;14.782;16.629;6.877;5.884;7.829;1.339;3.816;3.87;11,212;10,288;2.135;2.011;3.043;3.262;3.82;6.815;7.133;4.714;32.256;6.907;-0.864;-0.699;0.071;1.749;5.064;6.133;0.105;2.986;4.958;0.312;1.547;-0.176;0.998;-0.082;0.353;0.038;4.093;1.326;0.58
416;2.621;9.051;14.6;16.486;6.751;5.668;7.638;1.107;3.651;3.652;11,133;10,208;2.079;1.968;3.051;3.238;3.751;6.778;7.114;4.604;32.197;6.829;-0.789;-0.579;0.069;1.661;4.904;6.042;0.091;2.944;4.716;0.312;1.418;-0.185;0.979;-0.115;0.34;0.037;3.896;1.267;0.498
416.5;2.474;8.944;14.449;16.38;6.684;5.587;7.478;1.026;3.541;3.588;11,054;10,135;2.043;1.952;3.025;3.178;3.701;6.716;7.061;4.492;32.094;6.745;-0.655;-0.448;0.003;1.628;4.86;5.982;0.042;2.894;4.611;0.276;1.353;-0.234;0.902;-0.19;0.339;0.037;3.777;1.265;0.36
417;2.415;8.872;14.323;16.306;6.639;5.538;7.367;0.985;3.486;3.604;10,964;10,064;2.03;1.951;2.992;3.129;3.679;6.62;6.995;4.378;32.006;6.665;-0.616;-0.373;0.054;1.493;4.714;5.773;0.083;2.748;4.407;0.312;1.182;-0.224;0.895;-0.166;0.371;0.041;3.595;1.158;0.362
417.5;2.4;8.79;14.157;16.134;6.478;5.401;7.265;0.895;3.36;3.573;10,889;9,983;2.026;1.92;2.964;3.079;3.647;6.504;6.86;4.267;31.943;6.582;-0.565;-0.334;0.035;1.401;4.638;5.622;0.099;2.64;4.299;0.332;1.176;-0.243;0.85;-0.126;0.405;0.045;3.593;1.116;0.359
418;2.414;8.771;14.042;16.049;6.459;5.358;7.298;0.929;3.375;3.581;10,813;9,913;1.982;1.875;2.97;3.069;3.657;6.459;6.825;4.28;31.928;6.528;-0.539;-0.356;0.053;1.338;4.566;5.507;0.088;2.562;4.229;0.374;1.222;-0.24;0.829;-0.056;0.424;0.048;3.726;1.111;0.395
418.5;2.532;8.846;14.133;16.186;6.651;5.575;7.469;1.168;3.577;3.733;10,749;9,842;1.94;1.836;2.95;3.04;3.664;6.466;6.857;4.359;31.967;6.517;-0.597;-0.451;0.089;1.288;4.464;5.363;0.104;2.489;4.168;0.404;1.223;-0.229;0.846;-0.013;0.414;0.054;3.832;1.129;0.43
419;2.635;8.907;14.291;16.323;6.87;5.781;7.576;1.348;3.649;3.817;10,679;9,767;1.863;1.753;2.942;3.017;3.615;6.447;6.874;4.392;31.95;6.518;-0.601;-0.492;0.125;1.256;4.377;5.287;0.172;2.44;4.153;0.432;1.193;-0.221;0.866;0.042;0.389;0.059;3.832;1.123;0.51
419.5;2.736;8.93;14.363;16.346;6.966;5.89;7.693;1.414;3.627;3.775;10,612;9,696;1.859;1.707;2.914;2.983;3.562;6.374;6.856;4.416;31.969;6.563;-0.626;-0.543;0.184;1.258;4.313;5.22;0.221;2.429;4.079;0.445;1.231;-0.195;0.871;0.036;0.37;0.059;3.826;1.106;0.57
420;2.703;8.901;14.283;16.23;7.012;5.886;7.708;1.484;3.52;3.687;10,551;9,620;1.904;1.72;2.874;2.955;3.511;6.298;6.846;4.458;31.973;6.611;-0.649;-0.613;0.271;1.243;4.276;5.193;0.278;2.423;4.038;0.477;1.266;-0.098;0.958;0.061;0.351;0.057;3.779;1.065;0.606
420.5;2.627;8.839;14.132;16.14;7.045;5.924;7.7;1.426;3.409;3.562;10,486;9,553;1.908;1.706;2.875;2.965;3.474;6.351;6.887;4.511;31.975;6.708;-0.654;-0.627;0.331;1.26;4.26;5.192;0.289;2.452;4.025;0.469;1.27;-0.023;1.023;0.085;0.309;0.055;3.749;1.025;0.613
421;2.565;8.763;14.049;16.155;7.081;5.972;7.752;1.463;3.371;3.504;10,426;9,492;1.892;1.673;2.9;2.988;3.467;6.386;6.93;4.586;31.983;6.78;-0.677;-0.586;0.37;1.254;4.254;5.223;0.316;2.435;3.937;0.48;1.23;-0.022;1.022;0.059;0.275;0.047;3.715;1.012;0.557
421.5;2.438;8.59;13.997;16.198;7.072;6.019;7.783;1.523;3.386;3.542;10,358;9,438;1.864;1.685;2.898;2.972;3.472;6.346;6.904;4.603;31.995;6.846;-0.677;-0.55;0.333;1.236;4.228;5.189;0.28;2.382;3.881;0.415;1.174;-0.058;0.97;0.01;0.275;0.043;3.607;0.968;0.454
422;2.396;8.507;13.944;16.194;6.998;5.956;7.695;1.464;3.388;3.559;10,295;9,382;1.852;1.658;2.881;2.973;3.456;6.286;6.801;4.589;31.921;6.845;-0.692;-0.538;0.333;1.175;4.205;5.093;0.245;2.312;3.859;0.408;1.18;-0.074;0.936;0.01;0.292;0.04;3.534;0.962;0.457
422.5;2.306;8.399;13.721;16.058;6.732;5.68;7.475;1.3;3.227;3.44;10,243;9,322;1.829;1.64;2.866;2.95;3.431;6.219;6.671;4.517;31.889;6.843;-0.701;-0.584;0.28;1.133;4.121;4.984;0.225;2.252;3.809;0.426;1.223;-0.094;0.882;0;0.318;0.035;3.501;0.953;0.453
423;2.186;8.329;13.663;15.938;6.604;5.544;7.374;1.246;3.179;3.362;10,181;9,265;1.783;1.65;2.826;2.901;3.407;6.136;6.532;4.436;31.854;6.783;-0.706;-0.616;0.252;1.106;4.045;4.925;0.19;2.233;3.765;0.455;1.224;-0.077;0.863;0.007;0.328;0.032;3.485;0.991;0.44
423.5;2.2;8.323;13.797;16.048;6.716;5.648;7.472;1.375;3.33;3.465;10,131;9,220;1.725;1.635;2.801;2.848;3.378;6.106;6.48;4.371;31.84;6.732;-0.723;-0.675;0.23;1.073;3.995;4.908;0.191;2.252;3.799;0.472;1.297;-0.089;0.826;-0.004;0.306;0.035;3.51;1.058;0.425
424;2.143;8.305;13.908;16.134;6.849;5.745;7.545;1.473;3.415;3.543;10,075;9,166;1.682;1.618;2.799;2.82;3.356;6.203;6.494;4.334;31.811;6.707;-0.71;-0.672;0.199;1.091;3.997;4.905;0.172;2.301;3.896;0.476;1.387;-0.115;0.755;-0.014;0.305;0.037;3.575;1.123;0.411
424.5;2.113;8.25;13.898;16.047;6.8;5.749;7.62;1.496;3.485;3.581;10,018;9,113;1.63;1.588;2.786;2.797;3.354;6.285;6.554;4.366;31.818;6.712;-0.702;-0.687;0.151;1.136;4.047;4.979;0.112;2.386;3.939;0.462;1.568;-0.098;0.742;-0.014;0.314;0.035;3.646;1.186;0.386
425;2.167;8.27;13.889;15.975;6.866;5.816;7.675;1.523;3.531;3.699;9,967;9,069;1.626;1.606;2.776;2.779;3.351;6.382;6.67;4.393;31.857;6.725;-0.731;-0.71;0.11;1.163;4.105;5.059;0.054;2.448;3.992;0.477;1.713;-0.097;0.757;0.018;0.312;0.037;3.665;1.213;0.332
425.5;2.28;8.345;13.836;15.95;6.965;5.97;7.745;1.542;3.579;3.735;9,913;9,027;1.677;1.663;2.737;2.738;3.332;6.482;6.751;4.403;31.935;6.785;-0.755;-0.707;0.092;1.181;4.108;5.002;0.054;2.445;4.04;0.477;1.763;-0.064;0.842;0.089;0.305;0.034;3.669;1.199;0.332
426;2.322;8.364;13.773;15.946;7.044;6.088;7.889;1.616;3.544;3.727;9,866;8,987;1.719;1.664;2.713;2.716;3.317;6.534;6.78;4.461;32.053;6.853;-0.802;-0.673;0.069;1.145;4.082;4.912;0.067;2.38;3.98;0.474;1.771;-0.067;0.9;0.09;0.326;0.031;3.653;1.154;0.323
426.5;2.397;8.351;13.803;16.04;7.13;6.197;7.973;1.618;3.547;3.691;9,817;8,944;1.68;1.6;2.705;2.709;3.315;6.574;6.842;4.576;32.152;6.948;-0.832;-0.647;0;1.11;4.028;4.782;0.022;2.276;3.943;0.425;1.774;-0.054;0.949;0.106;0.369;0.029;3.587;1.086;0.314
427;2.459;8.402;13.768;15.972;7.083;6.178;7.832;1.514;3.421;3.536;9,773;8,896;1.65;1.529;2.674;2.687;3.279;6.541;6.848;4.63;32.165;7.015;-0.939;-0.681;-0.03;1.055;3.937;4.63;0.002;2.192;3.876;0.444;1.757;-0.067;1.001;0.082;0.382;0.029;3.526;1.034;0.369
427.5;2.443;8.346;13.689;15.881;6.969;6.024;7.672;1.406;3.209;3.289;9,722;8,848;1.664;1.526;2.636;2.632;3.217;6.435;6.83;4.652;32.196;7.089;-1.032;-0.728;-0.058;0.964;3.758;4.474;0;2.109;3.75;0.478;1.678;-0.054;1.065;0.102;0.403;0.029;3.449;0.918;0.402
428;2.368;8.227;13.756;15.837;6.923;5.979;7.603;1.303;2.983;3.057;9,672;8,801;1.651;1.539;2.62;2.622;3.189;6.335;6.798;4.706;32.252;7.155;-1.093;-0.726;-0.045;0.907;3.635;4.311;-0.025;2.045;3.688;0.47;1.629;-0.038;1.102;0.093;0.405;0.027;3.367;0.853;0.424
428.5;2.323;8.144;13.889;15.952;7.048;6.078;7.671;1.255;2.902;2.969;9,626;8,752;1.585;1.504;2.594;2.613;3.148;6.3;6.766;4.671;32.317;7.225;-1.103;-0.709;-0.013;0.87;3.589;4.166;0.004;2.015;3.67;0.481;1.658;-0.021;1.095;0.122;0.374;0.029;3.318;0.799;0.451
429;2.142;8.03;13.949;15.986;7.064;6.112;7.711;1.176;2.829;2.921;9,572;8,692;1.512;1.487;2.568;2.591;3.101;6.293;6.664;4.591;32.326;7.263;-1.095;-0.697;-0.007;0.885;3.606;4.125;-0.023;2.049;3.727;0.453;1.699;-0.051;1.027;0.103;0.325;0.029;3.343;0.772;0.454
429.5;2.034;7.992;13.962;15.959;7.038;6.104;7.745;1.162;2.822;2.944;9,519;8,645;1.452;1.452;2.507;2.563;3.072;6.228;6.591;4.505;32.32;7.241;-1.05;-0.718;-0.019;0.928;3.638;4.172;-0.096;2.096;3.777;0.409;1.84;-0.096;0.967;0.108;0.307;0.023;3.385;0.788;0.385
430;2.011;8.044;13.927;15.912;7.016;6.088;7.735;1.231;2.857;3.123;9,475;8,602;1.396;1.449;2.506;2.556;3.047;6.189;6.557;4.432;32.349;7.211;-1.026;-0.736;0.01;0.921;3.684;4.171;-0.108;2.109;3.802;0.41;1.917;-0.147;0.924;0.141;0.295;0.017;3.373;0.786;0.356
430.5;1.952;8.033;13.818;15.809;6.978;6.026;7.678;1.2;2.841;3.161;9,427;8,553;1.394;1.46;2.443;2.557;3.025;6.158;6.466;4.368;32.38;7.149;-0.951;-0.706;0.03;0.936;3.649;4.113;-0.119;2.117;3.78;0.435;1.907;-0.151;0.899;0.156;0.305;0.005;3.367;0.801;0.349
431;1.786;7.942;13.626;15.604;6.877;5.908;7.565;1.118;2.706;3.07;9,380;8,512;1.36;1.426;2.427;2.545;3.027;6.181;6.407;4.32;32.391;7.08;-0.862;-0.662;-0.019;0.973;3.639;4.138;-0.155;2.123;3.788;0.423;1.951;-0.154;0.835;0.111;0.34;-0.005;3.373;0.841;0.304
431.5;1.707;7.859;13.473;15.481;6.786;5.815;7.362;0.966;2.619;2.909;9,332;8,467;1.306;1.388;2.418;2.544;3.074;6.225;6.383;4.319;32.315;6.993;-0.822;-0.678;-0.056;0.999;3.602;4.208;-0.187;2.132;3.748;0.443;1.959;-0.15;0.822;0.075;0.369;-0.011;3.409;0.881;0.262
432;1.687;7.848;13.299;15.325;6.705;5.737;7.184;0.886;2.512;2.793;9,279;8,424;1.315;1.367;2.42;2.529;3.078;6.213;6.398;4.291;32.248;6.917;-0.892;-0.747;-0.08;1.007;3.564;4.249;-0.216;2.128;3.674;0.522;1.958;-0.169;0.85;0.036;0.397;-0.013;3.413;0.898;0.28
432.5;1.759;7.811;13.271;15.276;6.746;5.722;7.118;0.869;2.456;2.636;9,222;8,376;1.331;1.379;2.431;2.492;3.046;6.181;6.408;4.265;32.19;6.826;-0.911;-0.798;-0.106;0.967;3.488;4.205;-0.266;2.111;3.588;0.531;1.983;-0.135;0.868;0.008;0.415;-0.01;3.474;0.909;0.269
433;1.788;7.782;13.269;15.314;6.794;5.783;7.119;0.859;2.391;2.566;9,171;8,329;1.319;1.358;2.414;2.466;3.028;6.103;6.389;4.212;32.139;6.768;-0.956;-0.855;-0.137;0.952;3.402;4.082;-0.291;2.056;3.522;0.506;1.973;-0.093;0.896;-0.004;0.42;-0.005;3.43;0.881;0.287
433.5;1.819;7.803;13.337;15.402;6.894;5.905;7.175;0.893;2.389;2.52;9,121;8,281;1.301;1.325;2.373;2.384;2.947;6.023;6.295;4.137;32.12;6.773;-0.972;-0.876;-0.147;0.972;3.417;3.98;-0.231;2.055;3.448;0.506;1.987;-0.069;0.895;0.017;0.417;0.001;3.391;0.86;0.306
434;1.807;7.786;13.38;15.431;6.889;5.921;7.255;0.916;2.381;2.496;9,074;8,237;1.306;1.336;2.312;2.282;2.813;5.88;6.094;3.962;32.074;6.688;-1.007;-0.876;-0.165;0.935;3.383;3.972;-0.225;2.061;3.399;0.501;1.932;-0.074;0.89;-0.046;0.401;0.01;3.362;0.8;0.321
434.5;1.871;7.839;13.374;15.428;6.959;5.948;7.361;1.041;2.48;2.584;9,037;8,205;1.371;1.386;2.225;2.171;2.678;5.706;5.961;3.806;31.989;6.585;-0.973;-0.846;-0.138;0.871;3.297;3.899;-0.21;2.031;3.331;0.483;1.923;-0.123;0.881;-0.067;0.395;0.012;3.291;0.771;0.311
435;1.919;7.837;13.287;15.352;6.94;5.952;7.439;1.146;2.543;2.699;9,003;8,169;1.386;1.408;2.195;2.136;2.607;5.635;5.939;3.728;31.996;6.553;-0.991;-0.837;-0.13;0.814;3.317;3.813;-0.161;2;3.276;0.47;1.915;-0.156;0.879;-0.044;0.375;0.017;3.239;0.762;0.326
435.5;1.928;7.843;13.228;15.238;6.881;5.915;7.426;1.073;2.547;2.727;8,967;8,130;1.416;1.424;2.124;2.096;2.534;5.552;5.88;3.655;31.981;6.525;-0.975;-0.77;-0.161;0.748;3.228;3.668;-0.181;1.941;3.241;0.421;1.844;-0.197;0.841;-0.052;0.371;0.023;3.134;0.751;0.275
436;1.919;7.771;13.187;15.101;6.85;5.888;7.382;1.033;2.489;2.705;8,920;8,093;1.447;1.438;2.096;2.059;2.508;5.51;5.827;3.626;31.915;6.518;-0.949;-0.8;-0.198;0.694;3.135;3.595;-0.191;1.942;3.224;0.363;1.807;-0.226;0.824;-0.057;0.365;0.028;3.005;0.745;0.187
436.5;1.869;7.683;13.073;14.937;6.779;5.82;7.281;0.925;2.45;2.665;8,877;8,053;1.425;1.431;2.101;2.052;2.543;5.516;5.808;3.716;31.883;6.507;-0.914;-0.804;-0.213;0.672;3.067;3.555;-0.171;1.942;3.097;0.388;1.764;-0.265;0.889;-0.044;0.355;0.033;2.866;0.725;0.155
437;1.879;7.64;13.023;14.855;6.758;5.791;7.264;0.853;2.383;2.662;8,829;8,006;1.425;1.393;2.164;2.093;2.588;5.56;5.858;3.829;31.848;6.567;-0.871;-0.801;-0.248;0.685;3.076;3.544;-0.206;1.941;3.042;0.389;1.774;-0.276;0.892;-0.066;0.364;0.033;2.788;0.743;0.153
437.5;1.845;7.512;12.892;14.737;6.724;5.74;7.169;0.703;2.205;2.53;8,778;7,955;1.354;1.35;2.206;2.14;2.62;5.611;5.89;3.96;31.825;6.62;-0.873;-0.867;-0.262;0.696;3.079;3.506;-0.244;1.934;2.988;0.348;1.794;-0.267;0.852;-0.085;0.348;0.035;2.777;0.771;0.119
438;1.796;7.472;12.809;14.731;6.684;5.691;7.109;0.625;2.132;2.443;8,730;7,907;1.274;1.276;2.24;2.156;2.665;5.676;5.941;4.071;31.853;6.703;-0.934;-0.898;-0.274;0.689;2.949;3.4;-0.221;1.862;2.879;0.387;1.798;-0.224;0.827;-0.033;0.353;0.036;2.664;0.699;0.131
438.5;1.694;7.407;12.83;14.788;6.707;5.671;7.065;0.573;2.035;2.306;8,687;7,864;1.228;1.228;2.25;2.132;2.656;5.716;5.913;4.165;31.878;6.762;-0.93;-0.865;-0.207;0.699;2.925;3.415;-0.147;1.849;2.855;0.446;1.809;-0.211;0.814;0;0.372;0.032;2.64;0.643;0.173
439;1.695;7.401;12.842;14.852;6.795;5.661;7.048;0.526;1.96;2.205;8,641;7,821;1.181;1.182;2.239;2.098;2.623;5.731;5.825;4.085;31.855;6.71;-0.919;-0.803;-0.149;0.711;2.945;3.533;-0.078;1.839;2.883;0.537;1.885;-0.15;0.823;0.032;0.363;0.027;2.691;0.602;0.231
439.5;1.704;7.407;12.667;14.745;6.773;5.58;6.953;0.47;1.898;2.049;8,603;7,784;1.206;1.195;2.217;2.031;2.563;5.654;5.778;3.943;31.81;6.673;-0.865;-0.709;-0.143;0.789;3.072;3.614;-0.078;1.842;2.997;0.526;2.045;-0.168;0.81;0.03;0.367;0.017;2.788;0.647;0.215
440;1.621;7.31;12.408;14.52;6.622;5.44;6.774;0.35;1.697;1.84;8,564;7,744;1.236;1.188;2.214;2.004;2.54;5.589;5.775;3.819;31.818;6.665;-0.876;-0.647;-0.165;0.84;3.208;3.695;-0.094;1.853;3.144;0.516;2.216;-0.166;0.796;0.034;0.349;0.015;2.958;0.704;0.221
440.5;1.656;7.36;12.286;14.382;6.52;5.368;6.669;0.305;1.576;1.733;8,525;7,704;1.224;1.158;2.186;1.989;2.534;5.542;5.77;3.735;31.821;6.699;-0.794;-0.519;-0.2;0.84;3.188;3.711;-0.145;1.84;3.227;0.492;2.349;-0.189;0.781;0.017;0.349;0.014;3.064;0.742;0.192
441;1.595;7.291;12.093;14.144;6.375;5.271;6.539;0.286;1.451;1.613;8,477;7,665;1.218;1.14;2.202;1.99;2.544;5.557;5.855;3.775;31.797;6.752;-0.676;-0.492;-0.194;0.819;3.129;3.68;-0.181;1.847;3.222;0.5;2.391;-0.144;0.871;0.014;0.35;0.009;3.061;0.767;0.178
441.5;1.449;7.232;11.876;13.885;6.154;5.125;6.4;0.201;1.309;1.479;8,440;7,629;1.168;1.122;2.186;1.966;2.54;5.561;5.925;3.813;31.822;6.782;-0.544;-0.406;-0.213;0.79;2.996;3.645;-0.161;1.853;3.141;0.587;2.342;-0.092;0.967;0.018;0.332;0.006;2.985;0.745;0.224
442;1.352;7.132;11.795;13.739;6.034;5.034;6.347;0.148;1.216;1.423;8,399;7,586;1.14;1.081;2.2;1.993;2.566;5.583;6.024;3.896;31.85;6.864;-0.432;-0.333;-0.245;0.791;2.952;3.605;-0.193;1.865;3.089;0.603;2.331;-0.074;0.954;0.009;0.317;0.007;2.983;0.745;0.247
442.5;1.152;6.936;11.632;13.61;5.931;4.953;6.277;0.089;1.104;1.375;8,360;7,546;1.101;1.045;2.206;2.07;2.604;5.729;6.144;4.05;31.924;6.922;-0.448;-0.37;-0.269;0.771;2.954;3.56;-0.208;1.852;3.06;0.642;2.331;-0.094;0.908;0.036;0.302;0.009;2.966;0.68;0.257
443;1.082;6.815;11.666;13.596;5.898;4.96;6.335;0.127;1.14;1.424;8,325;7,509;1.105;1.051;2.206;2.11;2.637;5.873;6.301;4.201;32.038;6.978;-0.489;-0.391;-0.28;0.706;2.879;3.431;-0.199;1.794;2.973;0.724;2.294;-0.051;0.912;0.089;0.292;0.01;2.907;0.593;0.257
443.5;1.037;6.741;11.857;13.733;6.08;5.069;6.454;0.24;1.273;1.546;8,296;7,476;1.11;1.08;2.152;2.087;2.582;5.875;6.259;4.263;32.066;6.954;-0.481;-0.422;-0.198;0.631;2.842;3.338;-0.16;1.751;2.945;0.802;2.26;-0.031;0.936;0.168;0.267;0.011;2.851;0.527;0.318
444;1.08;6.749;12.066;13.965;6.325;5.254;6.614;0.388;1.426;1.698;8,261;7,442;1.089;1.099;2.073;1.992;2.489;5.771;6.089;4.085;32.035;6.87;-0.58;-0.524;-0.202;0.66;2.92;3.328;-0.135;1.755;2.975;0.787;2.348;-0.034;0.923;0.208;0.257;0.01;2.842;0.532;0.328
444.5;1.087;6.712;12.126;14.054;6.411;5.284;6.655;0.36;1.424;1.659;8,229;7,415;1.096;1.129;1.998;1.884;2.353;5.542;5.845;3.862;31.982;6.792;-0.681;-0.581;-0.198;0.713;3.037;3.286;-0.175;1.754;3.015;0.711;2.426;-0.074;0.888;0.187;0.28;0.011;2.822;0.569;0.285
445;0.994;6.576;12.135;14.041;6.454;5.253;6.568;0.259;1.294;1.564;8,194;7,388;1.11;1.172;1.934;1.784;2.255;5.333;5.619;3.709;31.913;6.664;-0.746;-0.632;-0.116;0.675;3.054;3.246;-0.151;1.745;3.038;0.733;2.503;-0.1;0.873;0.168;0.29;0.013;2.826;0.603;0.301
445.5;1.049;6.57;12.152;14.048;6.48;5.259;6.485;0.213;1.245;1.526;8,155;7,357;1.12;1.228;1.856;1.715;2.188;5.244;5.489;3.614;31.86;6.603;-0.785;-0.653;-0.066;0.648;2.982;3.26;-0.153;1.779;2.963;0.739;2.54;-0.131;0.873;0.107;0.311;0.011;2.869;0.677;0.274
446;0.996;6.581;12.08;13.979;6.448;5.244;6.407;0.19;1.225;1.416;8,110;7,327;1.12;1.224;1.845;1.675;2.177;5.265;5.555;3.692;31.861;6.629;-0.794;-0.681;-0.026;0.625;2.832;3.258;-0.148;1.774;2.809;0.721;2.468;-0.081;0.938;0.039;0.327;0.009;2.871;0.745;0.243
446.5;0.952;6.621;12.023;13.962;6.4;5.234;6.339;0.135;1.125;1.335;8,074;7,297;1.134;1.226;1.791;1.625;2.151;5.23;5.57;3.764;31.863;6.651;-0.746;-0.638;-0.009;0.58;2.634;3.256;-0.109;1.791;2.648;0.753;2.337;0.001;0.986;0.016;0.302;0.013;2.857;0.78;0.288
447;0.949;6.598;12.019;13.945;6.401;5.288;6.357;0.116;1.137;1.315;8,034;7,257;1.175;1.203;1.779;1.604;2.126;5.26;5.642;3.835;31.826;6.681;-0.686;-0.554;-0.03;0.609;2.611;3.313;-0.115;1.834;2.61;0.784;2.317;0.008;0.985;0.001;0.292;0.016;2.945;0.815;0.31
447.5;0.923;6.566;11.975;13.943;6.43;5.335;6.407;0.18;1.238;1.405;7,991;7,219;1.216;1.161;1.782;1.629;2.14;5.368;5.755;3.922;31.808;6.699;-0.627;-0.469;-0.071;0.611;2.647;3.319;-0.127;1.884;2.65;0.802;2.39;0.009;0.94;0.002;0.308;0.016;3.039;0.844;0.292
448;0.973;6.547;11.932;13.882;6.429;5.399;6.49;0.256;1.303;1.475;7,950;7,181;1.192;1.105;1.842;1.698;2.216;5.546;5.947;4.105;31.882;6.809;-0.58;-0.423;-0.169;0.643;2.803;3.444;-0.205;1.977;2.792;0.77;2.571;-0.069;0.854;-0.08;0.334;0.007;3.221;0.933;0.198
448.5;1.088;6.664;12.076;14.054;6.625;5.62;6.707;0.451;1.535;1.697;7,917;7,147;1.159;1.083;1.869;1.741;2.244;5.654;6.05;4.215;31.929;6.881;-0.561;-0.386;-0.189;0.644;2.853;3.478;-0.233;1.998;2.854;0.766;2.695;-0.104;0.809;-0.053;0.345;0.007;3.192;0.899;0.176
449;1.196;6.809;12.242;14.31;6.852;5.833;6.953;0.742;1.726;1.977;7,883;7,111;1.123;1.073;1.887;1.743;2.25;5.618;5.967;4.112;31.974;6.899;-0.599;-0.393;-0.23;0.648;2.882;3.424;-0.23;1.98;2.902;0.751;2.803;-0.129;0.789;-0.037;0.352;0.008;3.045;0.821;0.162
